id,sentence,label
2485,"the futurama  was  an exhibit/ride at the 1939-40 new york world's fair held in the usa, designed by norman bel geddes that tried to show the world 20 years into the future (1960), including automated highways and vast suburbs.",1
2486,"some of the parts of bistrica are: savina, tozin sokak (̷��onsi), ̷��arengrad (jamajka), satelit (a separate settlement in the past), mali satelit (little satelit, a part of satelit), tozinovac (a part of satelit), rasadnik (radna zona zapad), zapadna privredna zona.",0
2487,"a castrato is a man with a singing voice equivalent to that of a soprano, mezzo-soprano, or contralto voice produced either by castration of the singer before puberty or one who, because of an endocrinological condition, never reaches sexual maturity.",1
2488,the relationship between democracy and capitalism is a contentious area in theory and popular political movements.,0
2489,"however, in theater a $scrim can refer to any such thin screen, and are made out of a wide variety of materials.",0
2490,"the city of fontenay-sous-bois recovered it, and re-installed it in the place where it can be seen today.",0
2491,"christabel goes in the woods to pray to the large oak tree, where she hears a strange noise.",0
2492,the budapest-bamako was inspired by the paris dakar rally.,0
2493,"the unmodified word clarinet usually refers to the bflat soprano clarinet, by far the most common clarinet.",0
2494,the acquisition of karesi allowed the ottomans to begin the conquest of european lands in rumelia across the dardanelles.,0
2495,"a quiver is a container for arrows , crossbow bolts or darts , such as those shot from a bow , crossbow or blowgun .",1
2496,the foot is a structure found in many animals that is used for locomotion .,1
2497,"colloquially, it is often heard in the phrase, ""a hotbed of activity."" the term has varying, specific meanings in diverse fields, such as economics and biology.",0
2498,"in digital logic and computing, a counter is a device which stores (and sometimes displays) the number of times a particular event or process has occurred, often in relationship to a clock signal.",1
2499,"it is named after the yavari rivers located in the loreto region of peru, bordering the amazonas state (brazil).",0
2500,"a monarchy is a form of government in which an individual rules as head of state , often for life or until abdication , and "" is wholly set apart from all other members of the state . "" the person who heads a monarchy is called a monarch .",1
2501,videos that are uploaded to revver are (according to the deal) passed on to zango in exchange for a fee.,0
2502,a variant of the dna sequence at a given locus is called an allele.,0
2503,in the 19th century the term anglicanism was coined to describe the common religious tradition of these churches.,1
2504,"in computing, input/output, or i/o,  refers  to the communication  between an information processing system (such as a computer), and the outside world ãƒâ¢ã‚â€¢ã‚â€ž possibly a human, or another information processing system.",1
2505,"hernani, although he could charge the king with a crime, allows him to go free.",0
2506,the berezinian plays a role analogous to the determinant when considering coordinate changes for integration on a supermanifold.,0
2507,the catapult appears to have been invented in 399 bc in the city of syracuse during the reign of the tyrant dionysius i.,0
2508,"in wicca and wicca-based neopaganism, skyclad  is used to refer  to ritual nudity .",1
2509,"yudhvir sehrawat - general secretary to all india jat mahasabha, and a social worker.",0
2510,"the judge at first instance described the defendant as a menace, having driven in ways that could so easily have killed wholly innocent road users while disqualified, while released on licence having been convicted of other aggravated twoc offences, and while ""out of his head"" on ecstasy.",0
2511,the first satellite of ekran series was launched in 1976.,0
2512,"most species nest on the ground, but the long-eared owl, asio otus, nests in the old stick nests of crows, ravens and magpies (family corvidae) and various hawks.",0
2513,"in law , possession is the control a person intentionally exercises toward a thing .",1
2514,a rhyme is a repetition of identical or similar sounds in two or more different words and is most often used in poetry and songs .,1
2515,"thereby, cairo will be well-qualified and well-equipped to maintain its pioneering role in the field of satellite television and to provide television and film production facilities that can support the information breakthrough.",0
2516,"1650, when the jesuit religious order extensively used casuistry, particularly in practicing the private, roman catholic confessional.",0
2517,"to celebrate the opening of the hong kong disneyland, the walt disney company published the hong kong disneyland -the grand opening celebration album (̩����������̬���̴���̴������̴����̩����̴����̤��̴���̴���̤���) and invited both kellyjackie and kelly chen to perform the song he invites me to disneyland, leading to the advent of the duet version of the song.",0
2518,a dictatorship is  an autocratic form of government in which the government is ruled by a dictator.,1
2519,"an ocean ( from greek ὠκεανὸς , okeanos ( oceanus ) ) is a major body of saline water , and a principal component of the hydrosphere .",1
2520,"botanically, the almond is not a nut, but a fruit.",0
2521,"a coin is usually a piece  of hard material, usually metal or a metallic material, usually in the shape of a disc, and most often issued by a government.",1
2522,"just like the rest of the ruhr, castrop-rauxel has been attempting to change from a former blue collar image to a city with a modern lifestyle, high recreational value, new economy companies, a 27 hole golf course, and various cultural events.",0
2523,ml refers to major league baseball .,1
2524,problem space (also state space): is the formulation of an ai problem into states and operators.,1
2525,"the name megadeth is a deliberate misspelling of the word megadeath , a term coined in 1953 by rand military strategist herman kahn to describe one million deaths , popularized in his 1960 book on thermonuclear war .",1
2526,"halacy's cyborg: evolution of the superman in 1965 featured an introduction by manfred clynes, who wrote of a ""new frontier"" that was ""not merely space, but more profoundly the relationship between 'inner space' to 'outer space' -a bridge...between mind and matter."" the cyborg is often seen today merely as an organism that has enhanced abilities due to technology, but this perhaps oversimplifies the category of feedback.",0
2527,"all members of the genus have five toes except for a single species, the four-toed jerboa, allactaga tetradactyla of northern africa, which has four.",0
2528,"some icons of popular culture who have widely been referred to as a ""bombshell"" include jean harlow who starred in the 1933 film ""bombshell,"" greta garbo, marilyn monroe, jayne mansfield, brigitte bardot, lana turner, kim novak, and in more recent popular culture kim basinger and patricia arquette.",0
2529,recognizance is most often encountered regarding bail in criminal cases.,0
2530,"until recently, modern day bavarians were thought to be descendants of the bavarii, who themselves were direct descendants of the (most probably) celtic boii, who settled in what is now bavaria perhaps as much as two centuries before the birth of christ.",0
2531,"a postscript (from post scriptum, a latin expression meaning ""after writing"" and abbreviated p.s.)  is  a sentence , paragraph , or occasionally many paragraphs added, often hastily and incidentally, after the signature of a letter or (sometimes) the main body of an essay or book.",1
2532,"in industrial fired heaters, power plant steam generators, and large gas-fired turbines, the more common way of expressing the usage of more than the stoichiometric combustion air is percent excess combustion air.",0
2533,"the heights of fusuma have increased in recent years due to an increase in average height of the japanese population, and a 190 cm height is now common.",0
2534,"lusitania was an ancient roman province including approximately all of modern portugal south of the douro river , and part of modern spain ( the present autonomous community of extremadura and a small part of the province of salamanca ) .",1
2535,"an anchor is an object, often made out of metal, that is used to attach a ship to the bottom of a body of water at a specific point.",1
2536,"when the game begins however, the player can only control the red shinobi, and his only form of attack is a short-range katana slash.",0
2537,the pliensbachian ended with the extinction event called the toarcian turnover.,0
2538,"in the latter day saint movement, an evangelist is  an ordained office of the ministry.",1
2539,it was founded in 1863 by ernest solvay to produce sodium carbonate by the solvay process.,0
2540,the siberian tiger is a subspecies of tiger that is endangered.,1
2541,"rather, the electronegativity of the central atom (e) and the number of o atoms determine oxoacid acidity.",0
2542,a city is an urban settlement.,1
2543,"the buildings of a benedictine abbey were uniformly arranged after one plan, modified where necessary (as at durham and worcester, where the monasteries stand close to the steep bank of a river) to accommodate the arrangement to local circumstances.",0
2544,"historically, corporatism or corporativism (italian: corporativismo) refers to a political or economic system in which power is held by civic assemblies that represent economic, industrial, agrarian, social, cultural, and professional groups.",1
2545,"in mathematics , a senary numeral system is a base-6 numeral system .",1
2546,these have been shot down by bentley employees on the basis that the idea would not fit into their future plans and also the fact that the manufacturing facilities are already running at full capacity.,0
2547,the cambrian is a geologic period and system that began about cambriancambrian ma (million years ago) at the end of the proterozoic eon and ended about cambrianordovician ma with the beginning of the ordovician period ics 2004.,1
2548,"everything2, or e2 for short, is  a collaborative web-based community consisting of a database of interlinked user-submitted written material.",1
2549,clan cars ran into financial difficulties and went into receivership and ceased trading in 1987.,0
2550,go directly to http://www.shoutlife.com/robrock impellitteri     .,0
2551,"kaufungen is situated on the m̰��rchenlandweg (literally: fairy tale way), a long distance footpath and riding and cycle way.",0
2552,"the parthenon ( ancient greek : παρθενών ) is a temple of the greek goddess athena , built in the 5th century bc on the athenian acropolis .",1
2553,ida nadi controls all the mental processes while pingala nadi controls all the vital processes.,0
2554,the torr ( symbol : torr ) is  a non-si unit of pressure defined as 1/ 760 of an atmosphere .,1
2555,"the shapes of both parts of a bikini closely resemble women's underwear, and the lower part of a bikini can therefore range from the more revealing thong or g-string, to briefs, and modest square-cut shorts.",0
2556,"anacharsis was a scythian philosopher who travelled from his homeland on the northern shores of the black sea to athens in the early 6th century bce and made a great impression as a forthright, outspoken ""barbarian,"" apparently a forerunner of the skeptics and cynics, though none of his authentic works have survived.",1
2557,this means that a foul will not be called if the referee feels that letting play continue is more advantageous to the fouled team than stopping play for a free kick.,0
2558,two examples are genesee cream ale and little kings cream ale.,0
2559,"in norse mythology, ragnarök (old norse ""final destiny of the gods"")  refers to a series  of major events, including a great battle foretold to ultimately result in the death of a number of major figures (including the gods odin, thor, freyr, heimdall, and the jötunn loki), the occurrence of various natural disasters, and the subsequent submersion of the world in water.",1
2560,texaphyrin is a sub-class of heterocyclic macrocycle molecules known as porphyrins.,1
2561,"a subcontinent is a large landmass , such as india , that is part of a continent but is considered either geographically or politically as an independent entity .",1
2562,"in the subsequent battle of frekastein (probably one of the 300 hill forts of s̰�dermanland, as stein meant ""hill fort"") against h̰�gni and grammar, all the chieftains on granmar's side are slain, including bragi, except for bragi's brother dag.",0
2563,"the icu had taken the town in order to fulfill its promise to end piracy on the benadir coast, and $hobyo was the last remaining major port south of puntland (which, being a coherent state, had a handle on piracy on their coast).",0
2564,an angel is a transcendental being found in many religions.,1
2565,"an arab ( عرب, ʿarab) is a person who identifies as such on genealogical, linguistic, or cultural grounds.",1
2566,"our texts say nothing as to what were the elements of the prayer of terce, sext, or none before the fourth century.",0
2567,"bureaucracy can exist only where the whole service of the state is removed from the common political life of the people, its chiefs as well as its rank and file.",0
2568,sordariomycetidae is a subclass of sac fungi.,1
2569,"dholpur was merged with three neighbouring states to form the matsya union within the union of india, and was later merged with several other such unions to form the present-day state of rajasthan.",0
2570,a pear is a pomaceous fruit produced by a tree of genus pyrus .,1
2571,"in the interwar period, after the start of the great depression, grivi̷�a railway yards also become a focal point of the labor movement.",0
2572,"in psychology , egolessness is an emotional state where one feels no ego ( or self ) ; of having no distinct being apart from the world around oneself .",1
2573,"one of the children featured on the documentary was arianto, an indonesian boy who suffered from a severe form of neurofibroma resulting in hemifacial giganticism.",0
2574,dass2 is  an obsolescent protocol defined by british telecom for digital links to pstn based on isdn.,1
2575,"co-respondent shoes is an expression, meaning unusually patterned or coloured men's shoes that are easily remembered, for example, when left outside the hotel room in which the adultery may be taking place.",0
2576,"xuanzang, the famous chinese pilgrim, tells a quaint story of a dhammapala of kanchipura (the modern konjevaram).",0
2577,"after the reform of the liturgy of the hours following the second vatican council, the invitatory is said either before the office of readings or lauds, whichever is said first in a liturgical day.",0
2578,"in popular culture cupid is frequently shown shooting his bow to inspire romantic love, often as an icon of valentine's day.",0
2579,"genette states ""more than a boundary or a sealed border, the paratext is, rather, a threshold."" it is ""a zone between text and off-text, a zone not only of transition but also of transaction: a privileged place of pragmatics and a strategy, of an influence on the public, an influence that ... is at the service of a better reception for the text and a more pertinent reading of it"".",0
2580,of these include the wattier family and its union with the bonaparte family.,0
2581,"the second entry goes on to clarify that, when using the term author, the ""anything"" which is created is most usually associated with written work.",0
2582,verbena is any of numerous tropical or subtropical american plants of the genus verbena grown for their showy spikes of variously colored flowers.,1
2583,ant bites are often said to have curative properties.,0
2584,a dagger (from vulgar latin: 'daca' - a dacian knife) is  a typically double-edged blade used for stabbing or thrusting.,1
2585,under the lower container of the bain-marie (or built into its base) is a heat source.,0
2586,"in general, a full letter of an abugida transcribes a consonant.",0
2587,"the primary focus of $theodism is an attempt to reconstruct the pre-christian religion of the germanic branch of the indo-european peoples, within the cultural framework and community environment of specific tribes.",0
2588,"at the beginning of 1990s, three investigators and tkkg were basically all europa produced.",0
2589,gresford church as it stands now dates to 1492 and is a large and very well-built building considering the size of what the population would have been in the present day boundaries of the parish.,0
2590,"this institution, with its name, was eventually emulated by other powers and eventually led to the modern meaning of ""consul"" - see consul (representative).",0
2591,"modern literary figures from cyprus include the poet and writer kostas montis, poet kyriakos charalambides, poet michalis pasardis, writer nicos nicolaides, stylianos atteshlis, altheides and also demetris th. gotsis.",0
2592,"in macroeconomics, a recession  is generally associated  with a decline in a country's real gross domestic product (gdp), or negative real economic growth.",1
2593,"in ancient chinese works, the postface is called ̴��/̴���̬��.",0
2594,a cd-r (compact disc-recordable) is a variation of the compact disc invented by philips and sony.,1
2595,"the municipality included the city quarters of detelinara, sajmi̷��te, banati̳�, avijati̳��arsko naselje, jugovi̳�evo, industrijska zona jug, industrijska zona sever, gornje livade and rimski ̷��an̳��evi, and the villages of rumenka, kisa̳��, and stepanovi̳�evo.",0
2596,an elf  is  a creature of germanic mythology.,1
2597,"in biology, a promoter  is  a regulatory region of dna generally located upstream (towards the 5' region of the sense strand) of a gene that allows transcription of the gene.",1
2598,"in june 2006, pocoyo was awarded, at the 30th international festival of annecy, the cristal award for the ""best tv production"".",0
2599,"according to the hebrew bible (tanakh/old testament) and qur'an, jonah (hebrew וֹנָה ; arabic:  يونس, yunus or يونان, yunaan ; latin ionas ; ""dove"")  was  a prophet who was swallowed by a great fish.",1
2600,"stradanus defaultsort:stradano (stradanus), giovanni    netherlands-painter-stub   .",0
2601,the okapi ( okapia johnstoni ) is a mammal living in the ituri rainforest in the north east of the democratic republic of the congo in central africa .,1
2602,"a plug-in (plugin, addin, add-in, addon, add-on or snap-in; but see extension)  is  a computer program that interacts with a host application (a web browser or an email client, for example) to provide a certain, usually very specific, function ""on demand"".",1
2603,"ethnically, bosniaks comprise 100% of the town and municipality population of teo̳��ak (2005 estimation data).",0
2604,a shuttlecock is a high-drag projectile used in the sport of badminton .,1
2605,"at national level, ballyragget, as part of the carlow-kilkenny constituency, is represented by 5 teachta̰�� d̰��la in d̰��il eireann.",0
2606,"the final splinter album was the self-titled splinter, which was released in england in 1980 on the bellaphon label.",0
2607,"the later the cutoff the higher the steam pressure will be on average along the stroke of the piston delivering more force to the piston but, since there will still be unexploited pressure in the cylinder at the end of the stroke, this is achieved at the expense of engine efficiency.",0
2608,"a constitution is a system for governance, often codified as a written document, that establishes the rules and principles of an autonomous political entity.",1
2609,"a copycat (also 'copy-cat' or 'copy cat') is a person (or animal, or computer program) that mimics or repeats the behavior of another.",1
2610,"it has a similar temperate climate, although it is said that it rains every day in albion (an exaggeration of the common perception of the british and irish climate).",0
2611,"kishangarh has an average literacy rate of 62%, higher than the national average of 59.5%: male literacy is 72%, and female literacy is 52%.",0
2612,"the american families have differing family origins in the united states- the habersack families from ohio and massachusetts find roots in fulda, germany; the michigan habersacks have roots in hungary; and the maryland habersack families have ancestry in lieblos, germany- now called gr̰�ndau.",0
2613,it is believed that the kalis first appeared in the 13th century.,0
2614,"only the brain survived, and caulder planned on putting his brain in a robot body.",0
2615,"the bunyip (usually translated as ""devil"" or ""spirit"") is a mythical creature from australian folklore.",1
2616,"an inventory dating from 1499, which was not discovered until 1975, lists the property of lorenzo di pierfrancesco and his brother giovanni and states that in the 15th century the primavera had been displayed in florence's city palace.",0
2617,"thus boolos and jeffrey are saying that an algorithm implies instructions for a process that ""creates"" output integers from an arbitrary ""input"" integer or integers that, in theory, can be chosen from 0 to infinity.",0
2618,"a mineral is a naturally occurring substance formed through geological processes that has a characteristic chemical composition , a highly ordered atomic structure and specific physical properties .",1
2619,"campion leads two young men, one american and one british, on a midnight raid on a hideout, led by lugg and one of his reformed criminal friends.",0
2620,"the azores (/əˈzɔrz/ ə-zorz or [ɐˈsoɾɨʃ]) are a portuguese archipelago in the atlantic ocean, about 1,500 km (950 mi) from lisbon and about 3,900 km (2,400 mi) from the east coast of north america.",1
2621,"twain's republic of gondour should not be confused with tolkien's later kingdom of gondor, though heinlein's expanded universe does incorrectly use the latter spelling.",0
2622,"in poetry , a stanza is  a unit within a larger poem .",1
2623,"however, by 500 bce chalcatzingo had lost its centrality in mexican highland culture.",0
2624,"the brassicales are an order of flowering plants, belonging to the eurosids ii group of dicotyledons under the apg ii system.",1
2625,"in economics and finance, arbitrage is the practice of taking advantage of a price differential between two or more markets: striking a combination of matching deals that capitalize upon the imbalance, the profit being the difference between the market prices.",1
2626,"furthermore, several books and cds published in the mid-to-late 1990s were offered as a guide to learning the klingon language.",0
2627,"kraftwerk, released in 1970, and kraftwerk 2, released in 1972,  were  mostly exploratory jam music , played on a variety of traditional instruments including guitar, bass, drums, electric organ, flute and violin.",1
2628,"gaj, ""polish cipher machine - lacida,"" cryptologia, 16 (1), january 1992, pp.",0
2629,"a fin is a surface used to produce lift and thrust or to steer while traveling in water , air , or other fluid media .",1
2630,a popular levada to hike is the levada do caldeir̰�o verde which continues as the levada caldeir̰�o do inferno.,0
2631,"a very small artisanal shop, somec makes only a few bikes a year, out of steel or aluminum.",0
2632,"additionally, luftwaffe  is  also the name of the swiss air force in german (forces aériennes suisses in french and forze aeree svizzere in italian).",1
2633,"the goths were east germanic tribes who , in the 3rd and 4th centuries , harried the roman empire and later adopted arianism .",1
2634,"in industry, fermentation  typically refers  to the breakdown and re-assembly of biochemicals for industry, often in aerobic growth conditions.",1
2635,"in greek mythology , hypnos was the personification of sleep ; the roman equivalent was known as somnus .",1
2636,"a galaxy is a massive , gravitationally bound system consisting of stars , an interstellar medium of gas and dust , and dark matter .",1
2637,phoenicids is associated with the comet d/1819 w1 (blanpain).,0
2638,"the maquis were a fictional group in the star trek universe who were introduced in the television series , first appearing in the second season episode "" the maquis part i "" , which premiered on april 24 , 1994.",1
2639,"the main ( /ˈmaɪn/ ) is a river in germany , 524 km ( 329 miles ) long ( including white main , 574 km ( 357 mi ) ) , and it is one of the more significant tributaries of the rhine .",1
2640,pentium refers  to intel's single-core x86 microprocessor based on the p5 fifth-generation microarchitecture.,1
2641,"it has been said to be an interest peculiar to england and to scotland, hence called the curtesy of england and the curtesy of scotland; but this is erroneous, for it is found also in germany and france.",0
2642,beltane was formerly spelled 'bealtuinn' in scottish gaelic; in manx it is spelt 'boaltinn' or 'boaldyn'.,0
2643,"later, the vatsa kingdom was annexed by the avanti kingdom.",0
2644,"when conan sees his home village of grannach burnt to the ground by the mysterious vulture cult, he begins his quest for revenge against them.",0
2645,"it should be noted that bokken (�����̴���) is not a proper, nor a common term in japan.",0
2646,"in vector calculus , the gradient of a scalar field is a vector field which points in the direction of the greatest rate of increase of the scalar field , and whose magnitude is the greatest rate of change .",1
2647,"a bestiary, or bestiarum vocabulum is a compendium of beasts.",1
2648,"hummer is a brand of off-road vehicles sold by general motors , also known as gm .",1
2649,there are more plans for ruwais and its lead by adnoc (abu dhabi national oil company).,0
2650,poo-chi sang and danced to songs such as 'the wedding march' and 'when the saints come marching in'.,0
2651,"trevor hands, character from the british crime drama television series, """" played by michael mckell (2003, 2005).",0
2652,"a centimetre (american spelling: centimeter, symbol cm) is a unit of length in the metric system, equal to one hundredth of a metre, which is the current si base unit of length.",1
2653,"camless engines would not only be more efficient in terms of mechanical energy, they would also be more flexible, as the valves could be computer-controlled and free up more power to the wheels.",0
2654,"in the common law legal system , an indictment ( /ɪnˈdaɪtmənt/ ( in-dite-mint ) ) is a formal accusation of having committed a criminal offense .",1
2655,"there once was a school located in the heart of hazlerigg, but it was demolished in 1993.",0
2656,a mouse ( plural mice ) is a small animal that belongs to one of numerous species of rodents .,1
2657,"a notable exception to this trend, lope de vega, made mac̰��as the hero of his drama, porfiar hasta morir.",0
2658,"savoy (french: savoie, savwa; franco-provençal: savouè; italian: savoia, german: savoyen)  is  a region of europe on the western flank of the alps that emerged, along with the free communes of switzerland, following the collapse of the frankish kingdom of burgundy.",1
2659,"often ilmater is found traveling with tyr, to whom he is allied.",0
2660,"in computing , nano is a curses-based text editor for unix and unix-like systems .",1
2661,"at that time, trap-jaw is knocked into the room by orko wielding the power sword.",0
2662,"since the tharavadu had a name of its own, it invested the members with a sense of responsibility to conduct themselves in a manner befitting the traditions.",0
2663,"while the total number of emigrants were few, perche had a much higher rate of emigration to new france than most other regions of france.",0
2664,"owing to the commitment of businessmen cees and klaas molenaar, az '67 was successful in the late seventies and early eighties.",0
2665,"it would be a challenge to race up, keep speed with them and repair them as they moved across the planet - for those repair-bots can never stop! it takes keen mind, nimble fingers and super-charged engines to make velocitron keep on ticking - and brakedown is just the bot for the job.",0
2666,ketyl radicals can be found in the use of sodium/benzophenone as a desiccant in distilling solvents.,0
2667,"when wooldoor rounds out his eyes with tape, ling-ling sees the world normally and can speak english, albeit with his previous speech patterns.",0
2668,"goldsmith's stores were subsequently folded into federated's macy's central division, reorganized into macy's south, and today into a differently configured macy's central, the current division encompassing the stores.",0
2669,eucalyptol with a purity from 99.6 to 99.8 percent can be obtained in large quantities by fractional distillation of eucalyptus oil.,0
2670,"openarena version 0.7.6 adds the new elimination, ctf elimination, last man standing and double domination gametypes.",0
2671,"saldanha, now urgently required as a relief harbor, at last became a priority.",0
2672,the horn is a brass instrument consisting of about 12 feet of tubing wrapped into a coil with a flared bell .,1
2673,"a dolmen (also known as cromlech, anta, hünengrab, hunebed, quoit, and portal dolmen) is a type of single-chamber megalithic tomb, usually consisting of three or more upright stones supporting a large flat horizontal capstone (table).",1
2674,"american composer john corigliano calls one of the movements of his 1975 concerto for oboe and orchestra ""rhaita dance,"" asking the oboist to imitate a rhaita by pushing the reed further into his or her mouth.",0
2675,"after the british journal dyslexia published one paper about the dore program in 2003, the paper was followed by ten critical commentaries and one commentator resigned from dyslexias editorial board.",0
2676,but a broad jacobus (as i find by weighing some of them) is the 38th part of a pound troy.,0
2677,fril has predicates for fuzzy set operations (but does not directly support control through fuzzy logic).,0
2678,the term federalism  is used to describe  a system of the government in which sovereignty is constitutionally divided between a central governing authority and constituent political units (like states or provinces).,1
2679,"wind was designed and manufactured by martin marietta astro space division in east windsor, new jersey.",0
2680,"depending on the model of bolo being engaged, the yavac heavies are usually not able to fight in parity with a bolo xx or later tank.",0
2681,"most of the different nguni nations trace their lineage to mnguni, the king of the unified (pre-zulu, pre-xhosa, pre-swazi, and pre-ndebele) nguni nation in south africa.",0
2682,of the cavern pliny's natural history (book iv) records that its volcanic fumes were deadly to birds (locus aornos et pestifera avibus exhalatio).,0
2683,"sub-class is a specialisation of another class, which inherits the properties of that class.",1
2684,"john clare, samuel pepys and douglas adams are all famous literary figures who hail from cambridgeshire, as does jeffrey archer.",0
2685,"for example, the sentence ""bill seemed to be angry"" is a raising construction, because although bill is understood semantically to be the subject of to be angry, it is the syntactic subject of seemed.",0
2686,a nachzehrer is a sort of german vampire.,1
2687,"in greek mythology , the labyrinth ( greek λαβύρινθος labyrinthos  ) was an elaborate structure designed and built by the legendary artificer daedalus for king minos of crete at knossos .",1
2688,"tilea is made up of a number of city states ruled by wealthy merchant princes, who constantly bicker among themselves.",0
2689,"since removing the webdriver technology from its products, the wildtangent software is no longer flagged as spyware by any of the major anti-spyware utilities.",0
2690,"originally traveller  was intended to be  a system for playing generic space opera themed science fiction adventures, in the same sense that dungeons and dragons is a system for generic fantasy adventures.",1
2691,"the name mesa was a pun , referring to its design intent to be a "" high-level "" programming language .",1
2692,"however, the outworks close to the enceinte were not considered as forming part of it.",0
2693,"a profession is an occupation , vocation or career where specialized knowledge of a subject , field , or science is applied .",1
2694,the rhythmicon was publicly premiered in 1932 by cowell and fellow music educator and theorist joseph schillinger.,0
2695,"in calculus, a branch of mathematics, the derivative is a measurement of how a function changes when the values of its inputs change.",1
2696,the canidae family is a part of the order carnivora within the mammals (class mammalia).,1
2697,the image of zirnitra was employed on a wendish flag when the wends fought the invading saxons.,0
2698,"vision technology is still a relatively young discipline, which had its breakthrough in the early 1980s.",1
2699,"a short, heavy white $baton was the symbol of the imperial mandate given (as his title reflects) to a roman military legate; he held it high proclaiming 'above your head and mine' to invoke his right to represent the emperor with an authority no one present could challenge.",0
2700,"pawpaw ( asimina ) is  a genus of eight or nine species of small trees with large leaves and fruit , native to eastern north america .",1
2701,"the most common derivative of 1,3,5-triazine is 2,4,6-triamino-1,3,5-triazine, commonly known as melamine or cyanuramide.",0
2702,"in law, an abstract is a brief statement that contains the most important points of a long legal document or of several related legal papers.",1
2703,"the station ""moved"" to w33by in november, 2001, but the station still operated on both channels.",0
2704,various other large discotheques in amsterdam are located outside these two epicentres.,0
2705,the l̰�cuma is exported all around the world.,0
2706,"occasionally, the toxicophore requires bioactivation, modified by an enzyme, to produce a more reactive chemical species that is able to covalently bind to cellular macromolecules.",0
2707,a grape is the non-climacteric fruit that grows on the perennial and deciduous woody vines of the genus vitis .,1
2708,"traditionally a fishing village, with the construction of the nearby sullom voe oil terminal in the 1970s brae grew rapidly, merging with the nearby village of northbrae.",0
2709,"a genius is a person of great intelligence , who shows an exceptional natural capacity of intellect , especially as shown in creative and original work .",1
2710,"after parreira's demise, who was replaced by dunga, $luis̰�o was one of the nine players in the world cup 2006 squad to be called up for the team's first match after the tournament.",0
2711,in the zeus calorimeter subatomicparticles interact with uranium atoms to produce slow moving neutrons which are captured by the scintillator and increase the hadronic signal.,0
2712,a poet is a person who writes poetry .,1
2713,these include intellectual uffe geertsen and politicians pelle christy geertsen and martin geertsen.,0
2714,a quasar ( contraction of quasi-stellar radio source ) is an extremely powerful and distant active galactic nucleus .,1
2715,"the muslim jats of the hala gotra are found in sindh, while hindu and sikh jats belonging to this gotra are found in uttar pradesh and punjab (india).",0
2716,"a lubricant (sometimes referred to ""lube"") is  a substance (often a liquid) introduced between two moving surfaces to reduce the friction and wear between them.",1
2717,the papers merged to become the bugle-observer and today provide all of carleton county with the latest news and events.,0
2718,"a hadron , in particle physics , is any strongly interacting composite subatomic particle .",1
2719,"the philippine department of tourism has acknowledged that her aling lucing's restaurant had established angeles city as the ""sisig capital of +the philippines"" in 1974.",0
2720,"the term strategos (plural strategoi; greek στρατηγός) (literally meaning ""army leader"")  is used in greek to mean "" general "".",1
2721,"in computer science, a cache (/ˈkæʃ/, like ""cash"" ) is a collection of data duplicating original values stored elsewhere or computed earlier, where the original data is expensive to fetch (owing to longer access time) or to compute, compared to the cost of reading the cache.",1
2722,several species are raised for amaranth grain in asia and the americas.,0
2723,image:wjtv06.jpg|current wjtv logo since 2004.,0
2724,"compared with less complex cultures, members of a civilization are organized into a diverse division of labour and an intricate social hierarchy.",0
2725,"in politics and in history, a colony is a territory under the immediate political control of a state.",1
2726,"data mining: was been defined as ""the nontrivial extraction of implicit, previously unknown, and potentially useful information from data"".",1
2727,"the term diaspora (in greek, διασπορά ""a scattering or sowing of seeds"") refers to the forced or voluntary dispersal of any population sharing common ethnic identity to leave their settled territory, and become residents in areas often far removed from the former.",1
2728,"the show was set in the news department of a fictional television station whose actual callsign was wndy (interestingly, the station that uses these call letters in real life was once owned by cbs), but which was nicknamed wiou by its staff because of the station's financial struggles.",0
2729,"ket refers to the ket people , a people of siberia .",1
2730,"an erg is the unit  of energy and mechanical work in the centimetre-gram-second (cgs) system of units, symbol ""erg"".",1
2731,"the hittites were an ancient anatolian people who spoke a language of the anatolian branch of the indo-european language family , and established a kingdom centered at hattusa ( hittite uruḫattuša ) in north-central anatolia ca .",1
2732,"regarding the body as the work of the evil deity, the cerdonians formed a moral system of great severity, prohibiting marriage, wine and the eating of flesh, and advocating fasting and other austerities.",0
2733,real-time online play began with the first internet backgammon server in 1992.,0
2734,"bebe said that even if there is pressure to build up a discography, ""i am not thinking of making another cd for quite some time. for a little more than two years i've promoted the same cd and i'm still not done."" nonetheless, she planned to continue touring the us and mexico.",0
2735,"a heuristic is a fancy name for a ""rule of thumb"" - a rule or approach that doesn't always work or doesn't always produce completely optimal results, but which goes some way towards solving a particularly difficult problem for which no optimal or perfect solution is available.",1
2736,"several swedish breweries make trocadero, including kopparbergs, spendrups and nyckelbryggerier among others.",0
2737,the study of the $classics was the initial field of study in the humanities.,0
2738,"in thermodynamics, the word exothermic  describes  a process or reaction that releases energy usually in the form of heat, but it can also release energy in form of light (e.g. explosions), sound, or electricity (e.g. a battery).",1
2739,"they are eventually scared off by sari, and run into blitzwing, who offers them decepticon oil, and tells them ""there's more where that came from."" scrapper and mixmaster are formally inducted into the decepticon forces in the ""a bridge too close"" two-parter.",0
2740,the sun ( sol ) is the star at the center of the solar system .,1
